HomeTeam,AwayTeam,FTR,B365H,BbAv>2.5,Season,HT VAL/AT VAL,HT Form,AT Form,Form Diffrence
Swansea,Newcastle,AD,1.91,1.96,2014,0.77,10,3,7
Chelsea,Arsenal,H,1.67,1.75,2014,1.3,16,10,6
Man United,Everton,H,1.67,1.57,2014,2.94,8,6,2
Tottenham,Southampton,H,2.2,1.9,2014,1.98,8,13,-5
West Ham,QPR,H,1.91,1.97,2014,1.07,7,4,3
Arsenal,Hull,AD,1.4,1.64,2014,3.31,7,6,1
Burnley,West Ham,AD,2.8,2.01,2014,0.3,4,10,-6
Crystal Palace,Chelsea,AD,8.5,1.77,2014,0.17,8,16,-8
Everton,Aston Villa,H,1.6,1.77,2014,1.4,5,7,-2
Man City,Tottenham,H,1.45,1.6,2014,1.6,11,8,3
Newcastle,Leicester,H,2.25,1.73,2014,2.5,4,8,-4
Southampton,Sunderland,H,1.57,1.97,2014,0.99,13,7,6
QPR,Liverpool,AD,6.0,1.68,2014,0.4,4,7,-3
Stoke,Swansea,H,2.5,2.13,2014,1.2,8,8,0
West Brom,Man United,AD,5.0,1.73,2014,0.19,7,11,-4
Liverpool,Hull,AD,1.44,1.59,2014,2.33,10,6,4
Southampton,Stoke,H,1.65,1.92,2014,1.17,15,10,5
Sunderland,Arsenal,AD,5.5,1.87,2014,0.37,6,7,-1
Swansea,Leicester,H,1.95,1.82,2014,1.93,5,8,-3
West Brom,Crystal Palace,AD,1.91,2.03,2014,1.13,7,8,-1
West Ham,Man City,H,6.5,1.54,2014,0.26,10,11,-1
Burnley,Everton,AD,4.75,1.89,2014,0.21,4,7,-3
Man United,Chelsea,AD,2.88,1.85,2014,0.99,11,16,-5
Tottenham,Newcastle,AD,1.75,1.74,2014,2.13,5,6,-1
QPR,Aston Villa,H,2.38,2.27,2014,0.91,4,6,-2
Arsenal,Burnley,H,1.25,1.55,2014,11.0,9,3,6
Chelsea,QPR,H,1.17,1.48,2014,4.57,14,4,10
Everton,Swansea,AD,1.75,1.78,2014,1.65,10,5,5
Hull,Southampton,AD,3.8,1.98,2014,0.81,7,15,-8
Leicester,West Brom,AD,2.3,1.85,2014,0.56,7,8,-1
Newcastle,Liverpool,H,3.8,1.75,2014,0.49,8,8,0
Stoke,West Ham,AD,2.38,2.05,2014,1.05,7,13,-6
Aston Villa,Tottenham,AD,3.75,2.0,2014,0.43,3,5,-2
Man City,Man United,H,1.91,1.6,2014,0.92,11,11,0
Crystal Palace,Sunderland,AD,2.1,2.09,2014,0.59,8,6,2
Burnley,Hull,H,2.5,2.1,2014,0.3,2,6,-4
Liverpool,Chelsea,AD,3.4,1.91,2014,0.54,8,14,-6
Man United,Crystal Palace,H,1.3,1.54,2014,5.85,8,7,1
QPR,Man City,AD,7.0,1.56,2014,0.24,4,13,-9
Southampton,Leicester,H,1.44,1.69,2014,2.69,15,4,11
West Ham,Aston Villa,AD,1.75,1.94,2014,0.97,13,0,13
Sunderland,Everton,AD,4.0,1.92,2014,0.85,8,8,0
Swansea,Arsenal,H,3.75,1.92,2014,0.27,6,11,-5
Tottenham,Stoke,AD,1.7,1.96,2014,2.31,7,8,-1
West Brom,Newcastle,AD,2.3,1.99,2014,0.72,11,11,0
Arsenal,Man United,AD,2.15,1.71,2014,0.77,8,11,-3
Chelsea,West Brom,H,1.25,1.59,2014,5.23,16,8,8
Everton,West Ham,H,1.85,1.69,2014,1.44,9,11,-2
Leicester,Sunderland,AD,2.1,2.02,2014,0.37,1,8,-7
Man City,Swansea,H,1.4,1.49,2014,4.44,13,9,4
Newcastle,QPR,H,1.83,1.91,2014,1.22,13,4,9
Stoke,Burnley,AD,1.7,2.03,2014,3.51,10,4,6
Crystal Palace,Liverpool,H,4.33,1.96,2014,0.31,4,8,-4
Hull,Tottenham,AD,3.6,2.0,2014,0.41,5,7,-2
Aston Villa,Southampton,AD,5.25,2.07,2014,0.84,1,15,-14
Burnley,Aston Villa,AD,2.15,2.28,2014,0.29,7,2,5
Liverpool,Stoke,H,1.73,1.86,2014,2.21,7,7,0
Man United,Hull,H,1.33,1.58,2014,4.27,11,5,6
QPR,Leicester,H,2.38,2.06,2014,2.06,4,2,2
Sunderland,Chelsea,AD,9.0,1.79,2014,0.29,8,16,-8
Swansea,Crystal Palace,AD,1.8,1.98,2014,1.21,8,4,4
West Brom,Arsenal,AD,4.5,1.86,2014,0.25,5,7,-2
West Ham,Newcastle,H,2.15,1.98,2014,0.88,11,16,-5
Southampton,Man City,AD,3.2,1.83,2014,0.31,13,13,0
Tottenham,Everton,H,2.25,1.79,2014,1.68,9,11,-2
Burnley,Newcastle,AD,2.8,2.13,2014,0.26,7,15,-8
Crystal Palace,Aston Villa,AD,2.1,2.2,2014,0.7,5,3,2
Leicester,Liverpool,AD,3.8,1.78,2014,0.2,1,7,-6
Man United,Stoke,H,1.45,1.78,2014,4.05,11,7,4
Swansea,QPR,H,1.73,1.88,2014,0.94,8,7,1
West Brom,West Ham,AD,2.5,2.03,2014,0.82,5,11,-6
Arsenal,Southampton,H,1.8,1.89,2014,2.69,10,13,-3
Chelsea,Tottenham,H,1.4,1.7,2014,1.76,14,9,5
Everton,Hull,AD,1.53,1.8,2014,1.45,11,2,9
Sunderland,Man City,AD,7.5,1.63,2014,0.32,6,13,-7
Hull,West Brom,AD,2.45,2.23,2014,1.22,2,4,-2
Liverpool,Sunderland,AD,1.5,1.83,2014,1.88,7,6,1
Man City,Everton,H,1.5,1.5,2014,2.69,13,9,4
Newcastle,Chelsea,H,7.0,1.93,2014,0.27,13,14,-1
QPR,Burnley,H,2.05,2.09,2014,3.13,7,8,-1
Stoke,Arsenal,H,4.0,2.0,2014,0.32,4,12,-8
Tottenham,Crystal Palace,AD,1.6,1.77,2014,3.34,9,5,4
Aston Villa,Leicester,H,2.4,2.06,2014,2.27,6,1,5
West Ham,Swansea,H,2.35,2.02,2014,1.14,11,11,0
Southampton,Man United,AD,2.8,1.91,2014,0.29,10,13,-3
Arsenal,Newcastle,H,1.44,1.68,2014,2.89,9,13,-4
Burnley,Southampton,H,5.5,2.07,2014,0.24,8,7,1
Chelsea,Hull,H,1.18,1.59,2014,4.3,13,2,11
Crystal Palace,Stoke,AD,2.6,2.27,2014,0.69,5,7,-2
Leicester,Man City,AD,7.0,1.5,2014,0.12,1,16,-15
Sunderland,West Ham,AD,2.95,2.02,2014,1.23,7,11,-4
West Brom,Aston Villa,H,2.15,2.29,2014,0.79,4,9,-5
Man United,Liverpool,H,1.8,1.78,2014,1.83,15,7,8
Swansea,Tottenham,AD,2.5,1.93,2014,0.36,8,10,-2
Everton,QPR,H,1.45,1.76,2014,1.54,6,7,-1
Aston Villa,Man United,AD,6.25,1.94,2014,0.24,9,18,-9
Hull,Swansea,AD,3.1,2.22,2014,1.14,2,7,-5
Man City,Crystal Palace,H,1.29,1.66,2014,5.35,16,6,10
QPR,West Brom,H,2.45,2.09,2014,1.14,7,4,3
Southampton,Everton,H,2.45,2.04,2014,0.85,4,8,-4
Tottenham,Burnley,H,1.5,1.72,2014,8.12,10,11,-1
West Ham,Leicester,H,1.75,1.68,2014,2.2,11,1,10
Liverpool,Arsenal,AD,2.8,1.72,2014,0.7,7,9,-2
Newcastle,Sunderland,AD,2.05,2.09,2014,0.92,10,5,5
Stoke,Chelsea,AD,6.25,2.04,2014,0.24,7,13,-6
Arsenal,QPR,H,1.29,1.44,2014,3.51,10,9,1
Burnley,Liverpool,AD,4.75,1.77,2014,0.13,8,8,0
Chelsea,West Ham,H,1.33,1.62,2014,4.28,13,13,0
Crystal Palace,Southampton,AD,3.75,2.31,2014,0.59,6,4,2
Everton,Stoke,AD,1.83,2.09,2014,1.38,7,4,3
Leicester,Tottenham,AD,3.8,1.78,2014,0.19,1,13,-12
Man United,Newcastle,H,1.4,1.59,2014,3.74,16,7,9
Sunderland,Hull,AD,2.05,2.33,2014,1.24,7,2,5
Swansea,Aston Villa,H,1.75,2.08,2014,0.85,7,9,-2
West Brom,Man City,AD,6.5,1.79,2014,0.21,4,18,-14
Aston Villa,Sunderland,AD,2.35,2.35,2014,0.84,8,6,2
Hull,Leicester,AD,2.25,2.21,2014,2.19,5,0,5
Man City,Burnley,AD,1.18,1.45,2014,13.01,18,5,13
Newcastle,Everton,H,2.9,1.97,2014,0.79,4,4,0
QPR,Crystal Palace,AD,2.38,2.09,2014,1.29,9,3,6
Southampton,Chelsea,AD,4.75,2.09,2014,0.29,6,13,-7
Stoke,West Brom,H,1.91,2.17,2014,1.28,7,4,3
Tottenham,Man United,AD,3.25,1.67,2014,0.57,13,16,-3
West Ham,Arsenal,AD,3.5,1.67,2014,0.3,13,13,0
Liverpool,Swansea,H,1.7,1.84,2014,2.65,11,10,1
Aston Villa,Crystal Palace,AD,2.4,2.41,2014,1.42,8,3,5
Hull,Everton,H,3.4,2.16,2014,0.69,5,4,1
Liverpool,Leicester,AD,1.4,1.58,2014,5.1,11,3,8
Man City,Sunderland,H,1.22,1.49,2014,3.16,16,6,10
Newcastle,Burnley,AD,1.83,1.89,2014,3.81,7,5,2
QPR,Swansea,AD,3.0,1.98,2014,1.07,7,9,-2
Southampton,Arsenal,H,2.9,2.0,2014,0.37,7,13,-6
Stoke,Man United,AD,4.2,2.02,2014,0.25,10,14,-4
Tottenham,Chelsea,H,5.0,1.91,2014,0.57,11,13,-2
West Ham,West Brom,AD,1.85,1.93,2014,1.22,10,4,6
Burnley,QPR,H,2.2,2.03,2014,0.32,5,8,-3
Chelsea,Newcastle,H,1.2,1.56,2014,3.76,10,7,3
Crystal Palace,Tottenham,H,3.5,2.08,2014,0.3,4,14,-10
Everton,Man City,AD,4.5,1.7,2014,0.37,3,16,-13
Leicester,Aston Villa,H,2.2,2.27,2014,0.44,4,6,-2
Sunderland,Liverpool,AD,4.5,1.94,2014,0.53,6,9,-3
Swansea,West Ham,AD,2.25,1.96,2014,0.88,7,8,-1
West Brom,Hull,H,2.05,2.41,2014,0.82,5,7,-2
Arsenal,Stoke,H,1.44,1.76,2014,3.14,10,11,-1
Man United,Southampton,AD,1.83,2.0,2014,3.47,12,10,2
Aston Villa,Liverpool,AD,4.5,2.12,2014,0.45,3,11,-8
Burnley,Crystal Palace,AD,2.55,2.31,2014,0.41,8,6,2
Leicester,Stoke,AD,2.63,2.24,2014,0.43,7,8,-1
Newcastle,Southampton,AD,3.3,2.1,2014,0.93,4,13,-9
QPR,Man United,AD,6.0,1.79,2014,0.22,5,9,-4
Swansea,Chelsea,AD,7.0,2.0,2014,0.2,8,13,-5
Tottenham,Sunderland,H,1.62,1.77,2014,1.97,13,5,8
Man City,Arsenal,AD,1.8,1.57,2014,1.18,14,13,1
West Ham,Hull,H,1.75,2.11,2014,1.01,6,6,0
Everton,West Brom,AD,1.85,2.06,2014,1.76,4,7,-3
Chelsea,Man City,AD,2.15,1.91,2014,1.1,13,11,2
Crystal Palace,Everton,AD,2.8,2.25,2014,0.5,8,2,6
Hull,Newcastle,AD,2.7,2.4,2014,0.87,6,4,2
Liverpool,West Ham,H,1.67,1.72,2014,2.32,14,8,6
Man United,Leicester,H,1.36,1.64,2014,9.35,9,7,2
Stoke,QPR,H,1.65,2.05,2014,1.12,10,5,5
Sunderland,Burnley,H,2.25,2.24,2014,4.12,4,5,-1
West Brom,Tottenham,AD,2.9,2.16,2014,0.34,5,13,-8
Arsenal,Aston Villa,H,1.25,1.65,2014,3.18,13,3,10
Southampton,Swansea,AD,1.6,2.11,2014,1.4,16,8,8
Aston Villa,Chelsea,AD,10.0,2.04,2014,0.24,2,11,-9
Everton,Liverpool,AD,3.4,1.89,2014,0.62,5,16,-11
Leicester,Crystal Palace,AD,2.4,2.12,2014,0.63,7,8,-1
Man City,Hull,AD,1.18,1.56,2014,3.91,9,6,3
QPR,Southampton,AD,4.75,2.07,2014,0.76,2,13,-11
Swansea,Sunderland,AD,1.91,2.24,2014,0.71,8,4,4
Tottenham,Arsenal,H,3.25,1.71,2014,0.74,13,15,-2
Burnley,West Brom,AD,2.6,2.33,2014,0.37,5,5,0
Newcastle,Stoke,AD,2.3,2.14,2014,1.09,7,13,-6
West Ham,Man United,AD,4.2,1.89,2014,0.24,5,11,-6
Arsenal,Leicester,H,1.29,1.55,2014,7.24,12,7,5
Hull,Aston Villa,H,2.38,2.57,2014,0.96,4,2,2
Liverpool,Tottenham,H,1.91,1.72,2014,0.96,14,13,1
Sunderland,QPR,AD,1.91,2.14,2014,1.31,5,2,3
Chelsea,Everton,H,1.33,1.75,2014,2.96,11,6,5
Crystal Palace,Newcastle,AD,2.38,2.26,2014,0.64,11,8,3
Man United,Burnley,H,1.29,1.64,2014,14.21,9,6,3
Southampton,West Ham,AD,1.73,1.94,2014,1.22,13,6,7
Stoke,Man City,AD,5.75,1.9,2014,0.27,11,7,4
West Brom,Swansea,H,2.55,2.32,2014,0.93,6,6,0
Aston Villa,Stoke,AD,2.7,2.35,2014,0.99,1,8,-7
Chelsea,Burnley,AD,1.2,1.53,2014,14.32,13,5,8
Crystal Palace,Arsenal,AD,4.75,1.95,2014,0.22,11,12,-1
Hull,QPR,H,2.05,2.28,2014,1.06,7,4,3
Man City,Newcastle,H,1.3,1.55,2014,3.42,9,6,3
Sunderland,West Brom,AD,2.7,2.46,2014,1.5,4,9,-5
Swansea,Man United,H,4.2,1.99,2014,0.21,6,11,-5
Everton,Leicester,AD,1.83,2.0,2014,3.18,6,4,2
Southampton,Liverpool,AD,2.63,2.09,2014,0.53,13,14,-1
Tottenham,West Ham,AD,1.8,1.72,2014,2.42,12,7,5
Burnley,Swansea,AD,2.63,2.12,2014,0.34,5,8,-3
Man United,Sunderland,H,1.36,1.79,2014,3.45,10,5,5
Newcastle,Aston Villa,H,1.95,2.27,2014,1.1,5,0,5
Stoke,Hull,H,1.91,2.37,2014,1.05,10,7,3
West Brom,Southampton,H,3.4,2.43,2014,0.67,9,10,-1
West Ham,Crystal Palace,AD,2.15,2.09,2014,1.38,7,10,-3
Arsenal,Everton,H,1.57,1.74,2014,2.28,15,7,8
Liverpool,Man City,H,3.1,1.74,2014,0.6,16,9,7
Aston Villa,West Brom,H,2.88,2.63,2014,1.26,0,9,-9
Hull,Sunderland,AD,2.15,2.46,2014,0.81,7,5,2
Southampton,Crystal Palace,H,1.7,2.17,2014,1.68,7,10,-3
Liverpool,Burnley,H,1.36,1.62,2014,7.76,16,2,14
Man City,Leicester,H,1.25,1.48,2014,8.56,8,4,4
Newcastle,Man United,AD,4.2,2.06,2014,0.27,8,13,-5
QPR,Arsenal,AD,7.0,1.64,2014,0.28,3,15,-12
Stoke,Everton,H,2.5,2.22,2014,0.73,13,6,7
Tottenham,Swansea,H,1.75,1.83,2014,2.77,10,10,0
West Ham,Chelsea,AD,6.25,1.8,2014,0.23,6,14,-8
QPR,Tottenham,AD,4.75,1.72,2014,0.39,3,13,-10
Arsenal,West Ham,H,1.4,1.61,2014,3.29,15,3,12
Burnley,Man City,H,7.5,1.62,2014,0.08,2,11,-9
Crystal Palace,QPR,H,1.83,2.03,2014,0.78,7,3,4
Leicester,Hull,AD,2.2,2.29,2014,0.46,1,8,-7
Sunderland,Aston Villa,AD,2.38,2.44,2014,1.19,6,3,3
West Brom,Stoke,H,2.38,2.47,2014,0.78,8,13,-5
Chelsea,Southampton,AD,1.62,2.07,2014,3.5,14,7,7
Everton,Newcastle,H,1.83,1.99,2014,1.27,5,8,-3
Man United,Tottenham,H,1.91,1.74,2014,1.75,13,13,0
Swansea,Liverpool,AD,4.0,2.0,2014,0.38,10,16,-6
Aston Villa,Swansea,AD,2.5,2.33,2014,1.18,6,7,-1
Man City,West Brom,H,1.3,1.58,2014,4.75,10,11,-1
Newcastle,Arsenal,AD,6.0,1.73,2014,0.35,5,15,-10
Southampton,Burnley,H,1.4,1.92,2014,4.09,8,5,3
Stoke,Crystal Palace,AD,2.1,2.31,2014,1.44,10,10,0
Tottenham,Leicester,H,1.53,1.66,2014,5.34,10,2,8
West Ham,Sunderland,H,1.8,2.02,2014,0.81,3,3,0
Hull,Chelsea,AD,7.0,2.0,2014,0.23,9,12,-3
Liverpool,Man United,AD,2.05,1.91,2014,0.55,16,13,3
QPR,Everton,AD,3.3,2.02,2014,0.65,3,5,-2
Arsenal,Liverpool,H,1.83,1.7,2014,1.42,18,15,3
Chelsea,Stoke,H,1.29,1.82,2014,4.08,14,9,5
Everton,Southampton,H,2.63,2.21,2014,1.18,7,8,-1
Leicester,West Ham,H,2.38,1.83,2014,0.45,2,5,-3
Man United,Aston Villa,H,1.3,1.75,2014,4.11,15,6,9
Swansea,Hull,H,1.91,2.34,2014,0.88,9,8,1
West Brom,QPR,AD,1.8,2.1,2014,0.87,10,3,7
Burnley,Tottenham,AD,3.5,1.79,2014,0.12,4,10,-6
Sunderland,Newcastle,H,2.5,2.22,2014,1.08,2,4,-2
Crystal Palace,Man City,H,5.0,1.77,2014,0.19,10,12,-2
Aston Villa,QPR,AD,2.15,2.11,2014,1.1,6,3,3
Burnley,Arsenal,AD,6.5,1.72,2014,0.09,5,18,-13
Southampton,Hull,H,1.53,2.21,2014,1.23,7,5,2
Sunderland,Crystal Palace,AD,2.9,2.34,2014,1.69,5,12,-7
Swansea,Everton,AD,2.5,2.12,2014,0.61,12,10,2
Tottenham,Aston Villa,AD,1.62,1.7,2014,2.35,11,7,4
West Brom,Leicester,AD,2.3,2.05,2014,1.8,7,5,2
West Ham,Stoke,AD,2.3,2.07,2014,0.95,4,9,-5
Man United,Man City,H,2.63,1.81,2014,1.09,15,9,6
QPR,Chelsea,AD,9.0,1.7,2014,0.22,4,14,-10
Liverpool,Newcastle,H,1.4,1.71,2014,2.04,12,3,9
Chelsea,Man United,H,2.0,2.08,2014,1.01,14,18,-4
Crystal Palace,West Brom,AD,1.95,2.15,2014,0.89,15,6,9
Everton,Burnley,H,1.73,1.96,2014,4.83,10,4,6
Leicester,Swansea,H,2.15,1.89,2014,0.52,8,10,-2
Stoke,Southampton,H,3.5,2.31,2014,0.86,7,10,-3
Man City,West Ham,H,1.25,1.46,2014,3.89,6,4,2
Newcastle,Tottenham,AD,3.3,1.82,2014,0.47,3,10,-7
Burnley,Leicester,AD,2.63,2.0,2014,0.66,4,10,-6
Crystal Palace,Hull,AD,2.05,2.28,2014,0.73,12,2,10
Man City,Aston Villa,H,1.29,1.49,2014,3.76,9,10,-1
Newcastle,Swansea,AD,2.45,2.2,2014,1.3,0,7,-7
QPR,West Ham,AD,2.38,1.83,2014,0.94,4,4,0
Southampton,Tottenham,AD,2.1,2.02,2014,0.5,10,10,0
Stoke,Sunderland,AD,1.91,2.28,2014,0.85,7,4,3
West Brom,Liverpool,AD,4.0,1.97,2014,0.35,6,12,-6
Arsenal,Chelsea,AD,2.4,2.17,2014,0.77,18,16,2
Everton,Man United,H,3.75,2.04,2014,0.34,13,15,-2
Hull,Liverpool,H,4.33,2.14,2014,0.43,5,10,-5
Leicester,Chelsea,AD,5.75,1.85,2014,0.11,13,14,-1
Aston Villa,Everton,H,2.75,2.06,2014,0.72,7,16,-9
Leicester,Newcastle,H,1.91,1.88,2014,0.4,12,0,12
Liverpool,QPR,H,1.36,1.6,2014,2.48,7,5,2
Man United,West Brom,AD,1.36,1.74,2014,5.19,12,7,5
Sunderland,Southampton,H,4.2,2.37,2014,1.01,5,8,-3
Swansea,Stoke,H,2.3,2.23,2014,0.84,10,5,5
West Ham,Burnley,H,2.25,2.04,2014,3.35,5,4,1
Chelsea,Crystal Palace,H,1.36,1.78,2014,5.89,16,12,4
Tottenham,Man City,AD,3.75,1.56,2014,0.62,8,9,-1
Hull,Arsenal,AD,5.5,1.96,2014,0.3,7,16,-9
Aston Villa,West Ham,H,1.91,1.95,2014,1.03,7,8,-1
Crystal Palace,Man United,AD,4.5,2.04,2014,0.17,9,9,0
Everton,Sunderland,AD,1.8,2.08,2014,1.17,13,7,6
Hull,Burnley,AD,1.95,2.17,2014,3.33,6,1,5
Leicester,Southampton,H,2.6,2.02,2014,0.37,15,7,8
Newcastle,West Brom,AD,2.55,2.16,2014,1.39,0,7,-7
Stoke,Tottenham,H,2.9,1.93,2014,0.43,5,8,-3
Chelsea,Liverpool,AD,2.1,2.06,2014,1.85,16,7,9
Man City,QPR,H,1.22,1.36,2014,4.15,12,5,7
Arsenal,Swansea,AD,1.3,1.58,2014,3.75,16,13,3
Burnley,Stoke,AD,2.7,2.18,2014,0.29,4,8,-4
Liverpool,Crystal Palace,AD,1.45,1.68,2014,3.19,8,6,2
QPR,Newcastle,H,3.1,1.74,2014,0.82,5,1,4
Southampton,Aston Villa,H,1.75,1.97,2014,1.18,4,10,-6
Sunderland,Leicester,AD,2.8,2.04,2014,2.71,10,15,-5
Tottenham,Hull,H,1.8,1.77,2014,2.44,5,6,-1
West Ham,Everton,AD,2.9,1.92,2014,0.69,5,10,-5
Man United,Arsenal,AD,2.45,1.79,2014,1.29,9,13,-4
Swansea,Man City,AD,4.75,1.63,2014,0.23,13,12,1
West Brom,Chelsea,H,4.1,2.05,2014,0.19,8,14,-6
Arsenal,Sunderland,AD,1.3,1.6,2014,2.67,11,11,0
Arsenal,West Brom,H,1.4,1.61,2014,4.02,9,11,-2
Aston Villa,Burnley,AD,2.1,1.9,2014,3.46,10,4,6
Chelsea,Sunderland,H,1.36,1.64,2014,3.48,11,9,2
Crystal Palace,Swansea,H,2.25,1.79,2014,0.83,6,10,-4
Everton,Tottenham,AD,2.4,1.66,2014,0.6,10,7,3
Hull,Man United,AD,3.2,1.81,2014,0.23,6,7,-1
Leicester,QPR,H,1.6,1.55,2014,0.49,13,5,8
Man City,Southampton,H,1.57,1.45,2014,3.18,15,7,8
Newcastle,West Ham,H,1.83,1.64,2014,1.14,1,5,-4
Stoke,Liverpool,H,3.5,1.81,2014,0.45,9,8,1
Bournemouth,Aston Villa,AD,2.0,2.02,2015,0.61,0,0,0
Chelsea,Swansea,AD,1.36,1.8,2015,4.2,0,0,0
Everton,Watford,AD,1.7,1.84,2015,1.85,0,0,0
Leicester,Sunderland,H,1.95,2.18,2015,0.71,0,0,0
Man United,Tottenham,H,1.65,1.79,2015,1.47,0,0,0
Norwich,Crystal Palace,AD,2.55,2.18,2015,0.86,0,0,0
Arsenal,West Ham,AD,1.29,1.64,2015,2.21,0,0,0
Newcastle,Southampton,AD,2.88,2.14,2015,1.07,0,0,0
Stoke,Liverpool,AD,3.4,2.06,2015,0.39,0,0,0
West Brom,Man City,AD,5.75,1.77,2015,0.26,0,0,0
Aston Villa,Man United,AD,5.5,2.11,2015,0.3,3,3,0
Southampton,Everton,AD,1.95,2.16,2015,0.92,1,1,0
Sunderland,Norwich,AD,2.5,2.26,2015,1.24,0,0,0
Swansea,Newcastle,H,1.95,1.94,2015,0.69,1,1,0
Tottenham,Stoke,AD,1.8,1.93,2015,1.99,0,0,0
Watford,West Brom,AD,2.3,2.12,2015,0.94,1,0,1
West Ham,Leicester,AD,2.25,1.9,2015,2.03,3,3,0
Crystal Palace,Arsenal,AD,5.25,1.84,2015,0.3,3,0,3
Man City,Chelsea,H,2.1,1.98,2015,0.78,3,1,2
Liverpool,Bournemouth,H,1.45,1.75,2015,4.78,3,0,3
Crystal Palace,Aston Villa,H,1.85,2.08,2015,1.08,3,3,0
Leicester,Tottenham,AD,2.63,1.78,2015,0.36,6,1,5
Man United,Newcastle,AD,1.36,1.74,2015,1.86,6,1,5
Norwich,Stoke,AD,2.3,2.14,2015,0.82,3,1,2
Sunderland,Swansea,AD,4.0,2.18,2015,0.93,0,4,-4
West Ham,Bournemouth,AD,2.38,1.9,2015,2.72,3,0,3
Everton,Man City,AD,5.0,1.66,2015,0.45,4,6,-2
Watford,Southampton,AD,2.8,2.13,2015,0.59,2,1,1
West Brom,Chelsea,AD,6.5,2.07,2015,0.2,1,1,0
Arsenal,Liverpool,AD,1.75,1.77,2015,1.26,3,6,-3
Aston Villa,Sunderland,AD,1.91,2.22,2015,0.88,3,1,2
Bournemouth,Leicester,AD,2.2,1.86,2015,0.75,3,7,-4
Chelsea,Crystal Palace,AD,1.36,1.68,2015,4.79,4,6,-2
Liverpool,West Ham,AD,1.36,1.68,2015,1.75,7,3,4
Man City,Watford,H,1.2,1.37,2015,4.11,9,3,6
Newcastle,Arsenal,AD,6.0,1.8,2015,0.49,2,4,-2
Stoke,West Brom,AD,1.95,2.23,2015,1.09,2,1,1
Tottenham,Everton,AD,2.0,1.83,2015,1.24,2,4,-2
Southampton,Norwich,H,2.05,2.01,2015,1.81,2,4,-2
Swansea,Man United,H,3.6,2.08,2015,0.37,5,7,-2
Arsenal,Stoke,H,1.29,1.63,2015,3.21,7,2,5
Crystal Palace,Man City,AD,5.5,1.63,2015,0.27,9,12,-3
Everton,Chelsea,H,4.0,1.99,2015,0.35,5,4,1
Man United,Liverpool,H,2.0,2.13,2015,1.15,7,7,0
Norwich,Bournemouth,H,2.4,1.91,2015,1.53,4,4,0
Watford,Swansea,H,2.75,2.13,2015,0.8,3,8,-5
West Brom,Southampton,AD,3.2,2.35,2015,0.62,4,5,-1
Leicester,Aston Villa,H,1.91,1.91,2015,0.81,8,4,4
Sunderland,Tottenham,AD,4.33,1.95,2015,0.51,2,3,-1
West Ham,Newcastle,H,2.25,1.89,2015,0.92,6,2,4
Aston Villa,West Brom,AD,2.3,2.37,2015,0.96,4,5,-1
Bournemouth,Sunderland,H,1.7,1.87,2015,0.53,4,2,2
Chelsea,Arsenal,H,2.45,1.78,2015,1.42,4,10,-6
Man City,West Ham,AD,1.29,1.44,2015,2.44,15,9,6
Newcastle,Watford,AD,2.5,2.17,2015,1.82,2,6,-4
Stoke,Leicester,AD,2.5,2.03,2015,1.39,2,11,-9
Swansea,Everton,AD,2.3,2.03,2015,0.68,8,8,0
Liverpool,Norwich,AD,1.67,1.86,2015,3.13,7,7,0
Southampton,Man United,AD,3.1,2.28,2015,0.5,6,10,-4
Tottenham,Crystal Palace,H,2.0,1.91,2015,2.1,6,9,-3
Leicester,Arsenal,AD,4.5,1.67,2015,0.22,12,10,2
Liverpool,Aston Villa,H,1.53,1.95,2015,2.89,8,4,4
Man United,Sunderland,H,1.2,1.56,2015,2.92,13,2,11
Newcastle,Chelsea,AD,6.0,1.81,2015,0.35,2,7,-5
Southampton,Swansea,H,2.05,2.16,2015,1.36,6,9,-3
Stoke,Bournemouth,H,2.55,2.02,2015,1.87,3,7,-4
Tottenham,Man City,H,4.2,1.72,2015,0.56,9,15,-6
West Ham,Norwich,AD,2.25,1.9,2015,1.79,12,8,4
Watford,Crystal Palace,AD,2.5,2.13,2015,0.91,9,9,0
West Brom,Everton,AD,3.1,2.23,2015,0.57,8,9,-1
Aston Villa,Stoke,AD,2.5,2.19,2015,0.88,1,6,-5
Bournemouth,Watford,AD,2.1,2.0,2015,0.62,7,8,-1
Chelsea,Southampton,AD,1.83,1.88,2015,3.09,7,8,-1
Crystal Palace,West Brom,H,1.83,2.14,2015,1.03,9,8,1
Man City,Newcastle,H,1.25,1.41,2015,2.26,12,2,10
Norwich,Leicester,AD,2.3,1.74,2015,1.14,9,9,0
Sunderland,West Ham,AD,3.2,1.94,2015,0.69,2,10,-8
Arsenal,Man United,H,2.0,1.83,2015,1.09,13,13,0
Everton,Liverpool,AD,2.7,1.98,2015,0.63,11,8,3
Swansea,Tottenham,AD,2.75,1.98,2015,0.54,8,12,-4
Chelsea,Aston Villa,H,1.33,1.64,2015,5.16,7,1,6
Crystal Palace,West Ham,AD,2.0,1.9,2015,0.65,12,11,1
Everton,Man United,AD,3.25,2.02,2015,0.55,9,10,-1
Man City,Bournemouth,H,1.33,1.53,2015,6.66,12,8,4
Southampton,Leicester,AD,1.75,1.75,2015,2.05,11,9,2
Tottenham,Liverpool,AD,2.5,1.79,2015,0.78,12,6,6
