HomeTeam,AwayTeam,FTR,B365H,BbAv>2.5,Season,HT VAL/AT VAL,HT Form,AT Form,Form Diffrence
Man City,QPR,H,1.18,1.35,2012,3.4,4,1,3
Swansea,Sunderland,AD,2.2,2.09,2012,0.69,6,1,5
Tottenham,Norwich,AD,1.36,1.51,2012,4.38,1,1,0
West Brom,Everton,H,3.0,2.04,2012,0.67,4,6,-2
West Ham,Fulham,H,2.5,1.94,2012,1.0,3,3,0
Wigan,Stoke,AD,2.25,2.28,2012,0.68,3,2,1
Liverpool,Arsenal,AD,2.0,1.92,2012,0.94,1,2,-1
Newcastle,Aston Villa,AD,1.62,1.81,2012,1.88,3,0,3
Southampton,Man United,AD,6.0,1.62,2012,0.15,0,3,-3
Arsenal,Southampton,H,1.36,1.52,2012,4.27,5,0,5
Aston Villa,Swansea,H,2.38,1.96,2012,1.15,1,7,-6
Fulham,West Brom,H,2.1,1.94,2012,1.38,3,7,-4
Man United,Wigan,H,1.25,1.48,2012,5.45,6,4,2
Norwich,West Ham,AD,2.38,1.91,2012,0.62,2,6,-4
QPR,Chelsea,AD,4.5,1.86,2012,0.37,1,9,-8
Stoke,Man City,AD,5.0,1.99,2012,0.23,3,7,-4
Sunderland,Liverpool,AD,3.4,1.99,2012,0.46,2,1,1
Reading,Tottenham,AD,3.75,1.95,2012,0.14,1,2,-1
Everton,Newcastle,AD,1.73,1.99,2012,0.66,6,4,2
Chelsea,Stoke,H,1.36,1.72,2012,3.43,10,4,6
Southampton,Aston Villa,H,2.4,1.9,2012,0.68,0,4,-4
Swansea,Everton,AD,3.0,2.04,2012,0.71,7,7,0
West Brom,Reading,H,1.73,1.92,2012,1.89,7,1,6
West Ham,Sunderland,AD,2.1,2.01,2012,0.9,7,3,4
Wigan,Fulham,AD,2.4,2.03,2012,0.71,4,6,-2
Liverpool,Man United,AD,2.7,1.94,2012,0.62,2,9,-7
Man City,Arsenal,AD,1.75,1.69,2012,1.74,8,8,0
Newcastle,Norwich,H,1.8,1.74,2012,2.69,5,3,2
Tottenham,QPR,H,1.44,1.64,2012,2.06,5,2,3
Arsenal,Chelsea,AD,2.1,1.85,2012,0.72,9,13,-4
Everton,Southampton,H,1.4,1.61,2012,1.81,10,3,7
Fulham,Man City,AD,4.33,1.78,2012,0.22,9,9,0
Man United,Tottenham,AD,1.57,1.66,2012,1.44,12,8,4
Norwich,Liverpool,AD,4.75,1.82,2012,0.26,3,2,1
Reading,Newcastle,AD,2.88,2.01,2012,0.23,1,8,-7
Stoke,Swansea,H,1.91,2.03,2012,1.35,4,7,-3
Sunderland,Wigan,H,2.0,2.07,2012,1.56,4,4,0
Aston Villa,West Brom,AD,2.4,1.89,2012,1.22,4,10,-6
QPR,West Ham,AD,2.05,1.97,2012,1.31,2,8,-6
Chelsea,Norwich,H,1.22,1.48,2012,5.78,16,3,13
Man City,Sunderland,H,1.29,1.6,2012,4.02,12,7,5
Swansea,Reading,AD,1.91,1.91,2012,2.0,7,2,5
West Brom,QPR,H,1.83,1.83,2012,0.55,11,2,9
West Ham,Arsenal,AD,4.0,1.78,2012,0.39,11,9,2
Wigan,Everton,AD,4.2,1.96,2012,0.65,4,13,-9
Liverpool,Stoke,AD,1.44,1.9,2012,2.31,5,7,-2
Newcastle,Man United,AD,4.2,1.73,2012,0.43,9,12,-3
Southampton,Fulham,AD,2.75,1.74,2012,0.6,3,9,-6
Tottenham,Aston Villa,H,1.44,1.65,2012,3.06,11,5,6
Fulham,Aston Villa,H,1.8,1.82,2012,1.13,7,5,2
Liverpool,Reading,H,1.33,1.62,2012,6.26,6,3,3
Man United,Stoke,H,1.29,1.62,2012,3.73,15,7,8
Norwich,Arsenal,H,6.0,1.56,2012,0.24,3,11,-8
Swansea,Wigan,H,2.1,1.9,2012,1.08,5,5,0
Tottenham,Chelsea,AD,2.5,1.78,2012,0.76,14,16,-2
West Brom,Man City,AD,5.0,1.74,2012,0.16,11,12,-1
West Ham,Southampton,H,1.83,1.71,2012,1.66,8,4,4
QPR,Everton,AD,3.25,1.88,2012,1.2,2,11,-9
Sunderland,Newcastle,AD,2.5,2.08,2012,0.67,7,6,1
Arsenal,QPR,H,1.36,1.5,2012,1.96,10,2,8
Aston Villa,Norwich,AD,2.0,1.8,2012,1.43,5,5,0
Man City,Swansea,H,1.22,1.44,2012,5.8,14,5,9
Reading,Fulham,AD,2.75,1.8,2012,0.38,2,10,-8
Stoke,Sunderland,AD,1.95,2.29,2012,0.94,6,7,-1
Wigan,West Ham,H,2.25,1.83,2012,0.71,2,11,-9
Chelsea,Man United,AD,2.4,1.69,2012,0.92,16,15,1
Everton,Liverpool,AD,2.6,1.93,2012,0.45,9,8,1
Newcastle,West Brom,H,2.0,1.78,2012,2.29,7,10,-3
Southampton,Tottenham,AD,4.2,1.57,2012,0.22,4,13,-9
Fulham,Everton,AD,2.75,1.78,2012,0.92,11,10,1
Man United,Arsenal,H,1.7,1.62,2012,1.51,15,10,5
Norwich,Stoke,H,2.6,2.1,2012,0.59,5,6,-1
Sunderland,Aston Villa,AD,2.1,2.2,2012,1.26,7,5,2
Swansea,Chelsea,AD,4.5,1.68,2012,0.22,4,13,-9
Tottenham,Wigan,AD,1.5,1.59,2012,3.8,15,4,11
West Ham,Man City,AD,5.0,1.67,2012,0.22,8,14,-6
Liverpool,Newcastle,AD,1.57,1.75,2012,1.45,9,9,0
QPR,Reading,AD,1.8,1.79,2012,3.41,2,3,-1
West Brom,Southampton,H,1.73,1.67,2012,1.21,7,4,3
Arsenal,Fulham,AD,1.53,1.59,2012,2.57,7,9,-2
Aston Villa,Man United,AD,7.0,1.64,2012,0.23,5,15,-10
Everton,Sunderland,H,1.44,1.88,2012,0.98,10,6,4
Reading,Norwich,AD,2.25,1.79,2012,0.62,4,7,-3
Southampton,Swansea,AD,2.38,1.67,2012,0.78,4,5,-1
Stoke,QPR,H,1.91,2.07,2012,0.79,5,2,3
Wigan,West Brom,AD,2.3,1.82,2012,0.98,7,10,-3
Chelsea,Liverpool,AD,1.95,1.75,2012,1.48,13,9,4
Man City,Tottenham,H,1.57,1.64,2012,1.65,14,12,2
Newcastle,West Ham,AD,1.95,1.78,2012,1.66,9,8,1
Arsenal,Tottenham,H,1.91,1.58,2012,0.95,7,9,-2
Liverpool,Wigan,H,1.44,1.66,2012,3.38,10,7,3
Man City,Aston Villa,H,1.2,1.44,2012,5.05,16,5,11
Newcastle,Swansea,AD,1.91,1.81,2012,2.16,6,6,0
Norwich,Man United,H,7.0,1.52,2012,0.16,8,15,-7
QPR,Southampton,AD,1.91,1.66,2012,2.18,2,2,0
Reading,Everton,H,4.33,1.69,2012,0.35,5,10,-5
West Brom,Chelsea,H,3.75,1.69,2012,0.2,10,11,-1
Fulham,Sunderland,AD,1.67,1.82,2012,0.9,7,5,2
West Ham,Stoke,AD,2.0,2.12,2012,0.96,10,8,2
Aston Villa,Arsenal,AD,4.75,1.63,2012,0.34,4,10,-6
Everton,Norwich,AD,1.44,1.65,2012,1.77,7,11,-4
Man United,QPR,H,1.17,1.37,2012,2.96,15,2,13
Stoke,Fulham,H,2.2,2.03,2012,1.04,6,7,-1
Sunderland,West Brom,AD,2.5,1.98,2012,1.53,5,12,-7
Wigan,Reading,H,1.83,1.77,2012,1.85,7,7,0
Chelsea,Man City,AD,2.5,1.61,2012,0.8,8,16,-8
Southampton,Newcastle,H,2.3,1.68,2012,0.36,5,5,0
Swansea,Liverpool,AD,3.4,1.78,2012,0.32,9,10,-1
Tottenham,West Ham,H,1.67,1.68,2012,2.7,6,8,-2
Aston Villa,Reading,H,1.95,1.86,2012,2.3,5,6,-1
Sunderland,QPR,AD,2.25,2.11,2012,0.85,5,2,3
Chelsea,Fulham,AD,1.44,1.55,2012,3.57,6,6,0
Everton,Arsenal,AD,2.5,1.73,2012,0.42,7,8,-1
Man United,West Ham,H,1.22,1.4,2012,3.88,15,8,7
Southampton,Norwich,AD,2.0,1.74,2012,0.97,7,12,-5
Stoke,Newcastle,H,1.91,2.18,2012,0.63,8,5,3
Swansea,West Brom,H,2.3,1.8,2012,1.06,9,12,-3
Tottenham,Liverpool,H,2.4,1.74,2012,1.12,6,10,-4
Wigan,Man City,AD,6.0,1.64,2012,0.16,9,14,-5
Arsenal,Swansea,AD,1.44,1.65,2012,3.34,9,9,0
Fulham,Tottenham,AD,2.88,1.7,2012,0.37,4,9,-5
Liverpool,Southampton,H,1.4,1.6,2012,4.0,7,8,-1
Man City,Everton,AD,1.5,1.69,2012,4.09,14,7,7
QPR,Aston Villa,AD,1.95,2.01,2012,1.48,2,8,-6
Reading,Man United,AD,7.5,1.58,2012,0.1,6,15,-9
West Brom,Stoke,AD,2.1,2.1,2012,0.7,12,11,1
West Ham,Chelsea,H,4.0,1.93,2012,0.28,5,4,1
Norwich,Sunderland,H,2.1,2.16,2012,0.56,10,5,5
Newcastle,Wigan,H,2.0,1.91,2012,2.33,4,9,-5
Arsenal,West Brom,H,1.5,1.63,2012,3.54,6,12,-6
Aston Villa,Stoke,AD,2.4,2.32,2012,0.85,8,13,-5
Southampton,Reading,H,1.91,1.68,2012,1.56,8,5,3
Sunderland,Chelsea,AD,4.75,2.06,2012,0.31,4,4,0
Swansea,Norwich,AD,1.8,1.87,2012,1.25,12,12,0
Wigan,QPR,AD,2.3,1.87,2012,0.54,6,3,3
Everton,Tottenham,H,2.0,1.84,2012,0.4,7,9,-2
Man City,Man United,AD,2.2,1.65,2012,1.15,12,15,-3
West Ham,Liverpool,AD,3.0,2.2,2012,0.42,8,9,-1
Fulham,Newcastle,H,1.91,1.81,2012,0.6,3,4,-1
Sunderland,Reading,H,2.0,2.02,2012,2.89,4,4,0
Liverpool,Aston Villa,AD,1.36,1.73,2012,2.73,11,6,5
Man United,Sunderland,H,1.2,1.42,2012,3.5,15,7,8
Newcastle,Man City,AD,5.5,1.79,2012,0.37,3,11,-8
Norwich,Wigan,H,2.2,1.86,2012,0.87,12,4,8
QPR,Fulham,H,2.4,1.84,2012,1.31,3,5,-2
Stoke,Everton,AD,3.1,2.26,2012,0.95,14,9,5
Tottenham,Swansea,H,1.62,1.66,2012,3.52,9,11,-2
West Brom,West Ham,AD,2.0,1.9,2012,0.73,9,7,2
Reading,Arsenal,AD,5.5,1.61,2012,0.15,3,9,-6
Liverpool,Fulham,H,1.53,1.67,2012,2.41,10,4,6
Man City,Reading,H,1.14,1.3,2012,11.59,11,0,11
Newcastle,QPR,H,2.1,1.89,2012,1.27,3,6,-3
Southampton,Sunderland,AD,2.0,1.9,2012,0.54,11,4,7
Tottenham,Stoke,AD,1.62,2.04,2012,2.6,12,12,0
West Brom,Norwich,H,1.91,1.85,2012,1.17,7,14,-7
West Ham,Everton,AD,2.88,2.08,2012,0.92,5,7,-2
Wigan,Arsenal,AD,4.75,1.63,2012,0.28,4,11,-7
Chelsea,Aston Villa,H,1.33,1.52,2012,4.04,6,9,-3
Swansea,Man United,AD,5.0,1.54,2012,0.2,10,15,-5
Aston Villa,Tottenham,AD,3.75,1.85,2012,0.33,9,13,-4
Everton,Wigan,H,1.44,1.7,2012,1.53,10,4,6
Fulham,Southampton,AD,1.85,1.69,2012,1.66,4,10,-6
Man United,Newcastle,H,1.22,1.41,2012,2.34,16,6,10
Norwich,Chelsea,AD,6.0,1.69,2012,0.17,11,8,3
QPR,West Brom,AD,2.2,1.92,2012,1.81,6,7,-1
Reading,Swansea,AD,2.9,1.74,2012,0.5,0,8,-8
Stoke,Liverpool,H,3.4,2.28,2012,0.43,12,10,2
Sunderland,Man City,H,6.5,1.82,2012,0.25,7,11,-4
Arsenal,Newcastle,H,1.44,1.62,2012,1.54,11,6,5
Aston Villa,Wigan,AD,2.4,2.06,2012,1.24,8,1,7
Fulham,Swansea,AD,2.1,1.86,2012,1.3,5,8,-3
Man United,West Brom,H,1.3,1.45,2012,5.36,16,7,9
Norwich,Man City,AD,6.0,1.78,2012,0.14,10,10,0
Reading,West Ham,H,2.88,1.89,2012,0.38,1,4,-3
Stoke,Southampton,AD,1.8,2.1,2012,1.73,12,8,4
Sunderland,Tottenham,AD,3.5,2.01,2012,0.41,9,13,-4
Everton,Chelsea,AD,2.88,1.87,2012,0.31,12,11,1
QPR,Liverpool,AD,4.0,1.94,2012,0.54,6,9,-3
Man City,Stoke,H,1.29,1.64,2012,4.29,10,10,0
Southampton,Arsenal,AD,5.0,1.59,2012,0.23,6,13,-7
Swansea,Aston Villa,AD,1.57,1.83,2012,0.87,8,5,3
Tottenham,Reading,H,1.33,1.59,2012,7.03,13,4,9
West Brom,Fulham,AD,2.0,1.83,2012,0.72,7,4,3
West Ham,Norwich,H,2.1,1.87,2012,1.62,4,9,-5
Wigan,Man United,AD,6.0,1.55,2012,0.18,4,16,-12
Chelsea,QPR,AD,1.2,1.47,2012,2.72,13,5,8
Liverpool,Sunderland,H,1.4,1.72,2012,2.17,12,9,3
Newcastle,Everton,AD,3.0,1.8,2012,1.52,6,11,-5
Aston Villa,Southampton,AD,2.55,1.83,2012,1.47,5,6,-1
Everton,Swansea,AD,1.57,1.71,2012,1.42,13,6,7
Fulham,Wigan,AD,2.05,1.74,2012,1.4,7,4,3
Norwich,Newcastle,AD,2.2,1.76,2012,0.37,6,3,3
QPR,Tottenham,AD,4.5,1.72,2012,0.48,7,13,-6
Reading,West Brom,H,3.0,1.82,2012,0.53,4,7,-3
Stoke,Chelsea,AD,4.33,2.07,2012,0.29,7,12,-5
Sunderland,West Ham,H,2.38,2.11,2012,1.11,9,7,2
Arsenal,Man City,AD,2.63,1.71,2012,0.58,13,12,1
Man United,Liverpool,H,1.91,1.58,2012,1.61,16,12,4
Chelsea,Southampton,AD,1.25,1.48,2012,5.93,15,9,6
Liverpool,Norwich,H,1.33,1.51,2012,3.9,9,4,5
Man City,Fulham,H,1.25,1.46,2012,4.46,15,5,10
Newcastle,Reading,AD,1.75,1.72,2012,4.32,4,7,-3
Swansea,Stoke,H,2.2,2.16,2012,0.74,7,6,1
West Brom,Aston Villa,AD,1.75,1.81,2012,0.82,7,4,3
West Ham,QPR,AD,2.1,1.97,2012,0.76,4,7,-3
Wigan,Sunderland,AD,2.15,2.03,2012,0.64,4,9,-5
Chelsea,Arsenal,H,1.91,1.66,2012,1.39,13,13,0
Tottenham,Man United,AD,2.9,1.64,2012,0.7,14,16,-2
Southampton,Everton,AD,3.6,1.78,2012,0.55,7,11,-4
Arsenal,West Ham,H,1.44,1.67,2012,2.57,10,5,5
Aston Villa,Newcastle,AD,2.9,1.91,2012,0.53,2,4,-2
QPR,Man City,AD,7.5,1.68,2012,0.29,5,15,-10
Stoke,Wigan,AD,2.2,2.26,2012,1.46,5,4,1
Sunderland,Swansea,AD,2.5,2.06,2012,1.44,12,10,2
Arsenal,Liverpool,AD,2.4,1.7,2012,1.07,10,12,-2
Everton,West Brom,H,1.6,1.67,2012,1.5,11,7,4
Fulham,West Ham,H,2.2,1.83,2012,1.0,5,4,1
Man United,Southampton,H,1.25,1.36,2012,6.46,14,8,6
Norwich,Tottenham,AD,4.75,1.78,2012,0.23,1,12,-11
Reading,Chelsea,AD,7.5,1.58,2012,0.11,10,13,-3
Arsenal,Stoke,H,1.44,1.74,2012,2.47,8,5,3
Everton,Aston Villa,AD,1.4,1.66,2012,1.24,11,2,9
Fulham,Man United,AD,5.5,1.6,2012,0.26,8,16,-8
Newcastle,Chelsea,H,4.0,1.74,2012,0.47,4,11,-7
QPR,Norwich,AD,1.95,1.91,2012,2.12,6,2,4
Reading,Sunderland,H,2.5,1.96,2012,0.35,11,10,1
West Ham,Swansea,H,2.4,1.9,2012,1.3,4,10,-6
Wigan,Southampton,AD,2.2,1.8,2012,1.18,5,7,-2
Man City,Liverpool,AD,1.83,1.67,2012,1.85,13,10,3
West Brom,Tottenham,AD,3.6,1.88,2012,0.27,4,12,-8
Chelsea,Wigan,H,1.36,1.49,2012,5.01,8,6,2
Norwich,Fulham,AD,2.3,1.95,2012,0.62,3,7,-4
Southampton,Man City,H,5.75,1.73,2012,0.13,7,14,-7
Stoke,Reading,H,1.91,2.03,2012,2.71,2,13,-11
Sunderland,Arsenal,AD,4.5,1.87,2012,0.43,7,8,-1
Swansea,QPR,H,1.83,2.05,2012,0.59,9,7,2
Tottenham,Newcastle,H,1.67,1.69,2012,1.63,12,7,5
Aston Villa,West Ham,H,2.63,1.95,2012,0.88,3,7,-4
Man United,Everton,H,1.75,1.62,2012,3.56,16,9,7
Liverpool,West Brom,AD,1.4,1.61,2012,3.32,11,1,10
Liverpool,Swansea,H,1.57,1.66,2012,3.13,8,9,-1
Arsenal,Aston Villa,H,1.33,1.53,2012,2.91,10,6,4
Fulham,Stoke,H,2.2,2.15,2012,0.96,8,4,4
Norwich,Everton,H,3.8,1.96,2012,0.57,4,9,-5
QPR,Man United,AD,7.0,1.73,2012,0.34,7,16,-9
Reading,Wigan,AD,2.63,1.82,2012,0.54,10,3,7
West Brom,Sunderland,H,2.05,1.99,2012,0.65,4,7,-3
Man City,Chelsea,H,1.95,1.71,2012,1.25,11,11,0
Newcastle,Southampton,H,2.2,1.76,2012,2.76,7,9,-2
West Ham,Tottenham,AD,3.6,1.89,2012,0.37,4,12,-8
Chelsea,West Brom,H,1.4,1.57,2012,4.92,8,7,1
Everton,Reading,H,1.38,1.63,2012,2.84,6,10,-4
Man United,Norwich,H,1.33,1.58,2012,6.29,16,7,9
Southampton,QPR,AD,1.85,1.84,2012,0.46,6,4,2
Stoke,West Ham,AD,2.15,2.15,2012,1.04,4,4,0
Sunderland,Fulham,AD,2.4,2.07,2012,1.11,7,8,-1
Swansea,Newcastle,H,2.1,1.79,2012,0.46,8,10,-2
Wigan,Liverpool,AD,4.5,1.7,2012,0.3,6,8,-2
Tottenham,Arsenal,H,2.3,1.66,2012,1.05,12,13,-1
Aston Villa,Man City,AD,7.5,1.71,2012,0.2,5,11,-6
Norwich,Southampton,AD,2.5,1.88,2012,1.03,6,5,1
QPR,Sunderland,H,2.25,2.07,2012,1.18,6,5,1
Reading,Aston Villa,AD,2.45,1.82,2012,0.44,7,5,2
West Brom,Swansea,H,2.45,1.84,2012,0.94,7,10,-3
Liverpool,Tottenham,H,1.95,1.64,2012,0.89,11,14,-3
Newcastle,Stoke,H,1.83,2.05,2012,1.6,9,4,5
Aston Villa,QPR,H,2.3,1.92,2012,0.67,7,8,-1
Everton,Man City,H,3.9,1.81,2012,0.24,8,11,-3
Man United,Reading,H,1.17,1.31,2012,10.1,16,4,12
Southampton,Liverpool,H,4.2,1.68,2012,0.25,5,11,-6
Stoke,West Brom,AD,2.5,2.14,2012,1.43,4,9,-5
Swansea,Arsenal,AD,3.4,1.78,2012,0.3,7,13,-6
Chelsea,West Ham,H,1.4,1.53,2012,3.57,10,6,4
Sunderland,Norwich,AD,2.05,2.06,2012,1.8,2,7,-5
Tottenham,Fulham,AD,1.5,1.64,2012,2.7,13,8,5
Wigan,Newcastle,H,2.3,1.77,2012,0.43,5,12,-7
Arsenal,Reading,H,1.25,1.41,2012,6.68,13,3,10
Everton,Stoke,H,1.57,2.04,2012,1.05,10,4,6
Man City,Newcastle,H,1.33,1.56,2012,2.68,8,9,-1
Southampton,Chelsea,H,3.5,1.71,2012,0.17,8,10,-2
Sunderland,Man United,AD,6.0,1.94,2012,0.29,2,18,-16
Swansea,Tottenham,AD,3.4,1.85,2012,0.28,6,12,-6
West Ham,West Brom,H,2.3,1.95,2012,1.38,6,10,-4
Wigan,Norwich,H,1.95,1.88,2012,1.15,8,7,1
Aston Villa,Liverpool,AD,5.0,1.67,2012,0.37,10,10,0
Fulham,QPR,H,2.0,1.91,2012,0.76,11,7,4
Norwich,Swansea,AD,2.63,2.06,2012,0.8,6,6,0
Reading,Southampton,AD,3.3,1.7,2012,0.64,0,10,-10
Stoke,Aston Villa,AD,2.1,2.19,2012,1.18,4,9,-5
West Brom,Arsenal,AD,4.1,1.73,2012,0.28,10,15,-5
Chelsea,Sunderland,H,1.36,1.68,2012,3.22,9,2,7
Liverpool,West Ham,AD,1.36,1.55,2012,2.41,12,9,3
Newcastle,Fulham,H,2.1,1.81,2012,1.66,6,11,-5
QPR,Wigan,AD,2.38,1.85,2012,1.84,6,10,-4
Tottenham,Everton,AD,2.2,2.06,2012,2.48,12,10,2
Man United,Man City,AD,2.3,1.75,2012,0.87,18,10,8
Arsenal,Norwich,H,1.25,1.48,2012,4.16,15,6,9
Aston Villa,Fulham,AD,2.3,1.94,2012,0.88,9,11,-2
Everton,QPR,H,1.44,1.72,2012,0.83,10,7,3
Reading,Liverpool,AD,8.0,1.57,2012,0.16,0,13,-13
Southampton,West Ham,AD,1.91,1.86,2012,0.6,10,7,3
Newcastle,Sunderland,AD,1.95,1.96,2012,1.5,9,2,7
Stoke,Man United,AD,7.0,2.01,2012,0.27,1,15,-14
Arsenal,Everton,AD,1.75,1.68,2012,2.35,15,13,2
Fulham,Chelsea,AD,4.75,1.75,2012,0.28,11,12,-1
Man City,Wigan,H,1.25,1.5,2012,6.26,12,10,2
West Ham,Man United,AD,5.5,1.77,2012,0.26,8,15,-7
Fulham,Arsenal,AD,5.0,1.67,2012,0.39,8,13,-5
Norwich,Reading,H,1.75,1.84,2012,1.61,3,1,2
QPR,Stoke,AD,2.25,2.17,2012,1.26,7,1,6
Sunderland,Everton,H,3.4,2.06,2012,1.02,5,14,-9
Swansea,Southampton,AD,2.38,1.75,2012,1.28,4,11,-7
West Brom,Newcastle,AD,2.25,1.77,2012,0.44,7,6,1
West Ham,Wigan,H,2.3,1.86,2012,1.4,9,10,-1
Liverpool,Chelsea,AD,2.15,1.73,2012,0.67,11,12,-1
Tottenham,Man City,H,3.25,1.87,2012,0.61,10,15,-5
Man United,Aston Villa,H,1.25,1.39,2012,4.4,13,10,3
Everton,Fulham,H,1.5,1.72,2012,1.09,11,7,4
Man City,West Ham,H,1.29,1.51,2012,4.46,12,9,3
Newcastle,Liverpool,AD,2.88,1.81,2012,0.69,7,9,-2
Southampton,West Brom,AD,1.85,1.79,2012,0.83,12,5,7
Stoke,Norwich,H,2.25,2.35,2012,1.69,4,6,-2
Wigan,Tottenham,AD,3.8,1.75,2012,0.26,7,10,-3
Arsenal,Man United,AD,2.25,1.72,2012,0.66,16,13,3
Chelsea,Swansea,H,1.36,1.52,2012,4.64,13,5,8
Reading,QPR,AD,2.55,1.86,2012,0.29,1,4,-3
Aston Villa,Sunderland,H,2.3,2.0,2012,0.8,10,7,3
Fulham,Reading,AD,1.73,1.72,2012,2.6,4,2,2
Norwich,Aston Villa,AD,2.55,1.98,2012,0.7,5,10,-5
QPR,Arsenal,AD,8.0,1.64,2012,0.51,2,14,-12
Swansea,Man City,AD,5.25,1.88,2012,0.17,2,12,-10
Tottenham,Southampton,H,1.44,1.67,2012,4.5,8,11,-3
West Brom,Wigan,AD,2.45,1.77,2012,1.02,8,8,0
West Ham,Newcastle,AD,2.38,1.82,2012,0.6,9,4,5
Liverpool,Everton,AD,1.95,1.78,2012,2.21,9,11,-2
Man United,Chelsea,AD,2.2,1.72,2012,1.09,11,13,-2
Sunderland,Stoke,AD,2.1,2.34,2012,1.07,7,7,0
Man City,West Brom,H,1.4,1.53,2012,6.15,13,5,8
Wigan,Swansea,AD,1.83,1.89,2012,0.93,8,3,5
Chelsea,Tottenham,AD,1.95,1.71,2012,1.32,13,11,2
Aston Villa,Chelsea,AD,4.5,1.69,2012,0.25,10,14,-4
Everton,West Ham,H,1.5,1.75,2012,1.09,9,7,2
Fulham,Liverpool,AD,3.9,1.67,2012,0.42,1,10,-9
Man United,Swansea,H,1.3,1.49,2012,5.05,8,6,2
Norwich,West Brom,H,2.2,1.89,2012,0.85,4,4,0
QPR,Newcastle,AD,3.4,1.88,2012,0.79,2,5,-3
Stoke,Tottenham,AD,4.5,2.05,2012,0.38,7,12,-5
Sunderland,Southampton,AD,2.8,2.11,2012,1.84,7,8,-1
Arsenal,Wigan,H,1.4,1.44,2012,3.6,14,5,9
Reading,Man City,AD,6.0,1.55,2012,0.09,5,13,-8
Chelsea,Everton,H,1.7,1.66,2012,3.27,14,11,3
Liverpool,QPR,H,1.25,1.41,2012,1.84,10,2,8
Man City,Norwich,AD,1.33,1.48,2012,7.22,13,7,6
Newcastle,Arsenal,AD,6.0,1.53,2012,0.65,8,14,-6
Southampton,Stoke,AD,1.75,2.11,2012,0.58,6,7,-1
Swansea,Fulham,AD,1.8,1.79,2012,0.77,6,1,5
Tottenham,Sunderland,H,1.29,1.53,2012,2.44,12,8,4
West Brom,Man United,AD,4.5,1.6,2012,0.19,4,11,-7
West Ham,Reading,H,1.67,1.64,2012,2.6,6,5,1
Wigan,Aston Villa,AD,2.15,1.71,2012,0.81,4,10,-6
Arsenal,Aston Villa,AD,1.44,1.56,2013,2.86,0,0,0
Liverpool,Stoke,H,1.4,1.79,2013,2.16,0,0,0
Norwich,Everton,AD,3.2,1.98,2013,0.44,0,0,0
Sunderland,Fulham,AD,2.3,2.04,2013,1.02,0,0,0
Swansea,Man United,AD,4.2,1.83,2013,0.23,0,0,0
West Brom,Southampton,AD,2.4,1.87,2013,0.9,0,0,0
West Ham,Cardiff,H,2.0,1.89,2013,1.39,0,0,0
Chelsea,Hull,H,1.2,1.53,2013,8.34,0,0,0
Crystal Palace,Tottenham,AD,4.75,1.81,2013,0.22,0,0,0
Man City,Newcastle,H,1.33,1.6,2013,2.54,0,0,0
Chelsea,Aston Villa,H,1.29,1.55,2013,5.01,3,3,0
Aston Villa,Liverpool,AD,4.0,1.73,2013,0.43,3,3,0
Everton,West Brom,AD,1.57,1.79,2013,2.37,1,0,1
Fulham,Arsenal,AD,3.8,1.8,2013,0.45,3,0,3
Hull,Norwich,H,2.45,2.17,2013,0.73,0,1,-1
Newcastle,West Ham,AD,2.3,1.98,2013,1.47,0,3,-3
Southampton,Sunderland,AD,1.73,1.96,2013,0.68,3,0,3
Stoke,Crystal Palace,H,1.83,2.19,2013,1.96,0,0,0
Cardiff,Man City,H,8.5,1.66,2013,0.19,0,3,-3
Tottenham,Swansea,H,1.62,1.79,2013,2.5,3,0,3
Man United,Chelsea,AD,2.45,1.78,2013,0.88,3,6,-3
Cardiff,Everton,AD,3.25,2.01,2013,0.42,3,2,1
Crystal Palace,Sunderland,H,2.6,2.15,2013,0.42,0,1,-1
Man City,Hull,H,1.17,1.46,2013,6.85,3,3,0
Newcastle,Fulham,H,2.15,1.95,2013,1.27,1,3,-2
Norwich,Southampton,H,3.0,1.98,2013,0.93,1,4,-3
West Ham,Stoke,AD,2.0,2.06,2013,1.02,4,3,1
Arsenal,Tottenham,H,2.1,1.7,2013,1.12,3,6,-3
Liverpool,Man United,H,2.63,1.85,2013,0.53,6,4,2
West Brom,Swansea,AD,2.7,1.82,2013,0.78,1,0,1
Aston Villa,Newcastle,AD,2.15,1.89,2013,0.62,3,4,-1
Everton,Chelsea,H,3.4,2.02,2013,0.37,3,7,-4
Fulham,West Brom,AD,2.15,1.94,2013,1.61,3,1,2
Hull,Cardiff,AD,2.45,2.24,2013,0.76,3,4,-1
Man United,Crystal Palace,H,1.22,1.48,2013,7.96,4,3,1
Stoke,Man City,AD,6.0,1.92,2013,0.26,6,6,0
Sunderland,Arsenal,AD,6.0,1.92,2013,0.45,1,6,-5
Tottenham,Norwich,H,1.45,1.72,2013,3.09,6,4,2
Southampton,West Ham,AD,1.85,2.01,2013,0.8,4,4,0
Swansea,Liverpool,AD,3.5,1.97,2013,0.44,3,9,-6
Chelsea,Fulham,H,1.3,1.61,2013,3.93,7,4,3
Liverpool,Southampton,AD,1.6,1.81,2013,2.66,10,5,5
Newcastle,Hull,AD,1.85,2.04,2013,2.7,7,4,3
Norwich,Aston Villa,AD,2.4,1.91,2013,0.82,4,3,1
West Brom,Sunderland,H,2.05,2.02,2013,0.61,2,1,1
